X_text,X_emb,y_text,y_emb
ability create,0000000000100101110110,create add,0010111011000000101001
create add,0010111011000000101001,add new,0000010100111011001100
add new,0000010100111011001100,new user,1101100110010011110010
new user,1101100110010011110010,user system,1001111001010110010001
user system,1001111001010110010001,system administrator,1011001000100001100000
system administrator,1011001000100001100000,administrator shall,0000110000010101110100
administrator shall,0000110000010101110100,shall ability,1010111010000000000001
shall ability,1010111010000000000001,ability remove,0000000000111100101011
ability remove,0000000000111100101011,remove user,1110010101110011110010
remove user,1110010101110011110010,user system,1001111001010110010001
user system,1001111001010110010001,system administrator,1011001000100001100000
system administrator,1011001000100001100000,administrator shall,0000110000010101110100
administrator shall,0000110000010101110100,shall ability,1010111010000000000001
shall ability,1010111010000000000001,ability edit,0000000000101100101000
ability edit,0000000000101100101000,edit users,0110010100010011010111
edit users,0110010100010011010111,users system,1001101011110110010001
users system,1001101011110110010001,system access,1011001000100000001101
system access,1011001000100000001101,access properties,0000000110111111001001
access properties,0000000110111111001001,properties administrator,1111100100100001100000
properties administrator,1111100100100001100000,administrator shall,0000110000010101110100
administrator shall,0000110000010101110100,shall ability,1010111010000000000001
shall ability,1010111010000000000001,ability block,0000000000100010101001
ability block,0000000000100010101001,block access,0001010100100000001101
block access,0001010100100000001101,access system,0000000110110110010001
access system,0000000110110110010001,system users,1011001000110011010111
system users,1011001000110011010111,users selectively,1001101011110101100000
users selectively,1001101011110101100000,selectively user,1010110000010011110010
blocked users,0001010100010011010111,users active,1001101011100000110100
users active,1001101011100000110100,active sessions,0000011010010101111110
active sessions,0000011010010101111110,sessions shall,1010111111010101110100
sessions shall,1010111111010101110100,shall automatically,1010111010000011111010
shall automatically,1010111010000011111010,automatically logged,0001111101001000000110
functionality cctns,0111001001100110001011,cctns application,0011000101100001000100
cctns application,0011000101100001000100,application focused,0000100010001111101101
application focused,0000100010001111101101,focused providing,0111110110111111000001
focused providing,0111110110111111000001,providing value,1111100000110011001001
providing value,1111100000110011001001,value police,1001100100111110110001
value police,1001100100111110110001,police personnel,1111011000111110001100
police personnel,1111011000111110001100,personnel especially,1111000110001101010110
personnel especially,1111000110001101010110,especially officers,0110101011011011111010
especially officers,0110101011011011111010,officers operating,1101111101011011100111
officers operating,1101111101011011100111,operating cutting,1101110011100101100101
operating cutting,1101110011100101100101,cutting edge,0010110010101100111000
cutting edge,0010110010101100111000,edge easing,0110011100001100111011
edge easing,0110011100001100111011,easing day,0110011101100100100110
easing day,0110011101100100100110,day day,0010010011000100100110
day day,0010010011000100100110,day operations,0010010011011011100011
day operations,0010010011011011100011,operations police,1101110001111110110001
operations police,1101110001111110110001,police function,1111011000101110110000
registration citizens,1110010001100110110110,citizens register,0011011011011100100000
citizens register,0011011011011100100000,register complaints,1110010000000111101011
register complaints,1110010000000111101011,complaints police,0011110101111110110001
complaints police,0011110101111110110001,police based,1111011000100010100000
police based,1111011000100010100000,based evidence,0001010000001101011011
based evidence,0001010000001101011011,evidence facts,0110101101101111011000
evidence facts,0110101101101111011000,facts following,0111101100001111100101
facts following,0111101100001111100101,following investigation,0111110010101001110000
following investigation,0111110010101001110000,investigation police,0100111000011110110001
investigation police,0100111000011110110001,police shall,1111011000110101110100
police shall,1111011000110101110100,shall take,1010111010010110011100
shall take,1010111010010110011100,take complaint,1011001110000111101010
take complaint,1011001110000111101010,complaint forward,0011110101001110100100
registration module,1110010001111001110011,module acts,1100111001100000111110
module acts,1100111001100000111110,acts interface,0000011111001001001000
acts interface,0000011111001001001000,interface police,0100100100011110110001
interface police,0100100100011110110001,police citizens,1111011000100110110110
police citizens,1111011000100110110110,citizens eases,0011011011001100111110
citizens eases,0011011011001100111110,eases approach,0110011111000001000010
eases approach,0110011111000001000010,approach interaction,0000100001001001000101
approach interaction,0000100001001001000101,interaction information,0100100010101011011111
interaction information,0100100010101011011111,information exchange,0101101111101101001101
information exchange,0101101111101101001101,exchange police,0110100110111110110001
exchange police,0110100110111110110001,police complainants,1111011000100111101110
investigation complaint,0100111000000111101010,complaint initiated,0011110101001011001000
complaint initiated,0011110101001011001000,initiated police,0101100100011110110001
initiated police,0101100100011110110001,police initiates,1111011000101011001001
police initiates,1111011000101011001001,initiates investigation,0101100100101001110000
initiates investigation,0101100100101001110000,investigation process,0100111000011111110110
investigation module,0100111000011001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns facilitates,0011000101101111001011
cctns facilitates,0011000101101111001011,facilitates investigation,0111100101101001110000
facilitates investigation,0111100101101001110000,investigation process,0100111000011111110110
investigation process,0100111000011111110110,process introduces,1111111011001001010010
process introduces,1111111011001001010010,introduces operational,0100101001011011100010
introduces operational,0100101001011011100010,operational efficiencies,1101110001001100100100
operational efficiencies,1101110001001100100100,efficiencies automating,0110010010000011111011
efficiencies automating,0110010010000011111011,automating tasks,0001111101110110011001
automating tasks,0001111101110110011001,tasks take,1011001100110110011100
tasks take,1011001100110110011100,take place,1011001110011110011011
take place,1011001110011110011011,place initial,1111001101101011011001
place initial,1111001101101011011001,initial entries,0101101100101101110010
initial entries,0101101100101101110010,entries made,0110111001011000001110
entries made,0110111001011000001110,made registration,1100000111011100100011
prosecution interfacing,1111100110101001011001,interfacing courts,0100101100100101010000
interfacing courts,0100101100100101010000,courts prosecution,0010101000011111001101
courts prosecution,0010101000011111001101,prosecution cases,1111100110100110000111
prosecution cases,1111100110100110000111,cases integral,0011000011101011000001
cases integral,0011000011101011000001,integral part,0101100000111010010001
integral part,0101100000111010010001,part responsibilities,1101001000111100000101
part responsibilities,1101001000111100000101,responsibilities police,1110000010111110110001
responsibilities police,1110000010111110110001,police personnel,1111011000111110001100
designated constable,0010001011100111001010,constable police,0011100101011110110001
constable police,0011100101011110110001,police station,1111011000110111111100
police station,1111011000110111111100,station constantly,1011111110000111001110
station constantly,1011111110000111001110,constantly interfaces,0011100111001001011000
constantly interfaces,0011100111001001011000,interfaces courts,0100101100000101010000
prosecution module,1111100110111001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns aids,0011000101100001111000
cctns aids,0011000101100001111000,aids interfacing,0000111100001001011001
aids interfacing,0000111100001001011001,interfacing providing,0100101100111111000001
interfacing providing,0100101100111111000001,providing platform,1111100000111110010110
providing platform,1111100000111110010110,platform record,1111001011011101101011
platform record,1111001011011101101011,record entries,1110110101101101110010
record entries,1110110101101101110010,entries court,0110111001000101010001
entries court,0110111001000101010001,court interactions,0010101000101001000100
search search,1010011101110100111011,search module,1010011101111001110011
search module,1010011101111001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns gives,0011000101101110001011
cctns gives,0011000101101110001011,gives police,0111000101111110110001
gives police,0111000101111110110001,police personnel,1111011000111110001100
police personnel,1111011000111110001100,personnel ability,1111000110000000000001
personnel ability,1111000110000000000001,ability execute,0000000000101101000101
ability execute,0000000000101101000101,execute basic,0110100010100010100011
execute basic,0110100010100010100011,basic advanced,0001010001100001100101
basic advanced,0001010001100001100101,advanced search,0000110010110100111011
advanced search,0000110010110100111011,search cases,1010011101100110000111
using search,1001101110010100111011,search functionality,1010011101101110010011
search functionality,1010011101101110010011,functionality police,0111001001111110110001
functionality police,0111001001111110110001,police personnel,1111011000111110001100
police personnel,1111011000111110001100,personnel search,1111000110010100111011
personnel search,1111000110010100111011,search particular,1010011101111010010111
search particular,1010011101111010010111,particular person,1101001011111110000111
particular person,1101001011111110000111,person type,1111000011110010111110
person type,1111000011110010111110,type crime,1001011111000101111100
type crime,1001011111000101111100,crime modus,0010111110011001110000
crime modus,0010111110011001110000,modus operandi,1100111000011011101100
modus operandi,1100111000011011101100,operandi property,1101110110011111001011
operandi property,1101110110011111001011,property etc,1111100101101101010100
also gives,0000111000101110001011,gives user,0111000101110011110010
gives user,0111000101110011110010,user ability,1001111001000000000001
user ability,1001111001000000000001,ability customize,0000000000100101101101
ability customize,0000000000100101101101,customize results,0010110110110100000000
customize results,0010110110110100000000,results view,1010000000010011000001
results view,1010000000010011000001,view criminalaccused,1001100000100101111101
view criminalaccused,1001100000100101111101,criminalaccused cases,0010111110100110000111
makes reporting,1100001111111100110010,reporting easy,1110011001001100111001
reporting easy,1110011001001100111001,easy police,0110011100111110110001
easy police,0110011100111110110001,police enabling,1111011000101101101100
police enabling,1111011000101101101100,enabling execute,0110110110001101000101
enabling execute,0110110110001101000101,execute different,0110100010100100000111
execute different,0110100010100100000111,different types,0010000011110010111010
different types,0010000011110010111010,types queries,1001011101011101001100
types queries,1001011101011101001100,queries monthly,1110100110011001010110
queries monthly,1110100110011001010110,monthly reporting,1100101011011100110010
monthly reporting,1100101011011100110010,reporting rti,1110011001010100011111
reporting rti,1110011001010100011111,rti related,1010001111111100100111
rti related,1010001111111100100111,related etc,1110010011101101010100
citizen interface,0011011001001001001000,interface citizen,0100100100000110110010
interface citizen,0100100100000110110010,citizen interface,0011011001001001001000
citizen interface,0011011001001001001000,interface module,0100100100011001110011
interface module,0100100100011001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns acts,0011000101100000111110
cctns acts,0011000101100000111110,acts conduit,0000011111000111010011
acts conduit,0000011111000111010011,conduit information,0011101001101011011111
conduit information,0011101001101011011111,information exchange,0101101111101101001101
information exchange,0101101111101101001101,exchange citizens,0110100110100110110110
exchange citizens,0110100110100110110110,citizens police,0011011011011110110001
citizens police,0011011011011110110001,police unitspersonnel,1111011000110011100101
citizens use,0011011011010011110101,use tool,1001111010110010011001
use tool,1001111010110010011001,tool get,1001001100101110011001
tool get,1001001100101110011001,get information,0111001100101011011111
get information,0111001100101011011111,information acknowledgements,0101101111100000010001
information acknowledgements,0101101111100000010001,acknowledgements police,0000001000111110110001
police turn,1111011000110010110100,turn use,1001011010010011110101
turn use,1001011010010011110101,use respond,1001111010111100001111
use respond,1001111010111100001111,respond citizens,1110000111100110110110
respond citizens,1110000111100110110110,citizens little,0011011011001000001110
citizens little,0011011011001000001110,little turnaround,0100000111010010111100
little turnaround,0100000111010010111100,turnaround time,1001011110010010001101
improves overall,0101111100011010101001,overall productivity,1101010100111111010110
overall productivity,1101010100111111010110,productivity helping,1111101011001010011111
productivity helping,1111101011001010011111,helping citizens,0101001111100110110110
helping citizens,0101001111100110110110,citizens police,0011011011011110110001
citizens police,0011011011011110110001,police cut,1111011000100101100100
police cut,1111011000100101100100,cut short,0010110010010101110011
cut short,0010110010010101110011,short drudgery,1010111001101100110011
short drudgery,1010111001101100110011,drudgery large,0110011001101000101011
drudgery large,0110011001101000101011,large amounts,0100010101100001010100
large amounts,0100010101100001010100,amounts paperwork,0000101010011010110011
navigation navigation,1100100011011001000110,navigation module,1100100011011001110011
navigation module,1100100011011001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns provides,0011000101111111000011
cctns provides,0011000101111111000011,provides role,1111100001110100011001
provides role,1111100001110100011001,role based,1010001100100010100000
role based,1010001100100010100000,based landing,0001010000001000101100
based landing,0001010000001000101100,landing pages,0100010110011010110111
landing pages,0100010110011010110111,pages help,1101011011101010011010
pages help,1101011011101010011010,help navigating,0101001101011001000111
help navigating,0101001101011001000111,navigating cctns,1100100011100110001011
navigating cctns,1100100011100110001011,cctns application,0011000101100001000100
shows information,1010101001101011011111,information cases,0101101111100110000111
information cases,0101101111100110000111,cases assigned,0011000011100011011001
cases assigned,0011000011100011011001,assigned alerts,0001101100100001111110
assigned alerts,0001101100100001111110,alerts pending,0000111111011010001110
alerts pending,0000111111011010001110,pending tasks,1101000111010110011001
pending tasks,1101000111010110011001,tasks etc,1011001100101101010100
tasks etc,1011001100101101010100,etc hence,0110101010001010011100
etc hence,0110101010001010011100,hence helping,0101001110001010011111
hence helping,0101001110001010011111,helping police,0101001111111110110001
helping police,0101001111111110110001,police personnel,1111011000111110001100
police personnel,1111011000111110001100,personnel plan,1111000110011110010100
personnel plan,1111000110011110010100,plan better,1111001010000010101110
plan better,1111001010000010101110,better execute,0001010111001101000101
better execute,0001010111001101000101,execute greater,0110100010101110000001
execute greater,0110100010101110000001,greater efficiency,0111000000101100100101
application configuration,0000100010000111010010,configuration configuration,0011101001000111010010
configuration configuration,0011101001000111010010,configuration module,0011101001011001110011
configuration module,0011101001011001110011,module cctns,1100111001100110001011
module cctns,1100111001100110001011,cctns helps,0011000101101010011101
cctns helps,0011000101101010011101,helps keep,0101001110101001100101
helps keep,0101001110101001100101,keep application,0100110010100001000100
keep application,0100110010100001000100,application configured,0000100010000111010111
application configured,0000100010000111010111,configured according,0011101011100000011001
configured according,0011101011100000011001,according states,0000001100110111110100
according states,0000001100110111110100,states requirements,1011111010011100010101
states requirements,1011111010011100010101,requirements addition,1110001010100000101110
requirements addition,1110001010100000101110,addition keeping,0000010111001001100111
addition keeping,0000010111001001100111,keeping data,0100110011100101100011
keeping data,0100110011100101100011,data elementsrules,0010110001101101100000
data elementsrules,0010110001101101100000,elementsrules date,0110110000000100100001
proper configuration,1111101100000111010010,configuration information,0011101001001011011111
configuration information,0011101001001011011111,information act,0101101111100000110000
information act,0101101111100000110000,act sections,0000011000010100101110
act sections,0000011000010100101110,sections state,1010010111010111110110
sections state,1010010111010111110110,state specific,1011111011010111001100
state specific,1011111011010111001100,specific data,1011100110000101100011
specific data,1011100110000101100011,data castes,0010110001100110000101
data castes,0010110001100110000101,castes tribes,0011000010110010110010
castes tribes,0011000010110010110010,tribes property,1001011001011111001011
tribes property,1001011001011111001011,property information,1111100101101011011111
property information,1111100101101011011111,information etc,0101101111101101010100
created updated,0010111011110011111001,updated deleted,1001111100100100111011
functional requirements,0111001000011100010101,requirements modules,1110001010111001110001
requirements modules,1110001010111001110001,modules provided,1100111000111111000010
modules provided,1100111000111111000010,provided arate,1111100001000011000001
provided arate,1111100001000011000001,arate enclosures,0001100000101101101101
nonfunctional requirements,1101101100011100010101,requirements specify,1110001010110111001011
requirements specify,1110001010110111001011,specify qualitative,1011100101111101000110
specify qualitative,1011100101111101000110,qualitative attributes,1110100011000011010000
qualitative attributes,1110100011000011010000,attributes userfriendliness,0001101000010011010000
attributes userfriendliness,0001101000010011010000,userfriendliness performance,1001101000011010000110
userfriendliness performance,1001101000011010000110,performance system,1101000011010110010001
performance system,1101000011010110010001,system critical,1011001000100101111110
system critical,1011001000100101111110,critical increased,0010111111001011110111
critical increased,0010111111001011110111,increased useracceptance,0101111011110011110011
increased useracceptance,0101111011110011110011,useracceptance application,1001111001100001000100
solution provide,1010100000011111000110,provide detailed,1111100011000100011010
provide detailed,1111100011000100011010,detailed contextsensitive,0010001101000101000010
detailed contextsensitive,0010001101000101000010,contextsensitive help,0010100001001010011010
contextsensitive help,0010100001001010011010,help material,0101001101011000111100
help material,0101001101011000111100,material possible,1100011110011110111111
material possible,1100011110011110111111,possible actions,1111011111100000110010
possible actions,1111011111100000110010,actions scenarios,0000011001010100110110
actions scenarios,0000011001010100110110,scenarios user,1010011011010011110010
scenarios user,1010011011010011110010,user interfaces,1001111001001001011000
user interfaces,1001111001001001011000,interfaces application,0100101100000001000100
help accessible,0101001101000000001010,accessible users,0000000101010011010111
accessible users,0000000101010011010111,users offline,1001101011111011111011
users offline,1001101011111011111011,offline online,1101111101111011101001
offline online,1101111101111011101001,online mode,1101110100111001110100
online mode,1101110100111001110100,mode support,1100111010010110111101
mode support,1100111010010110111101,support module,1011011110111001110011
solution provide,1010100000011111000110,provide interface,1111100011001001001000
provide interface,1111100011001001001000,interface user,0100100100010011110010
interface user,0100100100010011110010,user log,1001111001001000000111
user log,1001111001001000000111,log defects,0100000011100100101111
log defects,0100000011100100101111,defects enhancement,0010010111101101111010
defects enhancement,0010010111101101111010,enhancement requests,0110111101011100010011
enhancement requests,0110111101011100010011,requests application,1110001001100001000100
requests application,1110001001100001000100,application track,0000100010010010011100
application track,0000100010010010011100,track thereafter,1001001110010010000010
solution send,1010100000010101100101,send alerts,1010110010100001111110
send alerts,1010110010100001111110,alerts eg,0000111111001100100010
email sms,0110110000110101000110,sms user,1010100011010011110010
sms user,1010100011010011110010,user user,1001111001010011110010
user user,1001111001010011110010,user chooses,1001111001000110010000
user chooses,1001111001000110010000,chooses whenever,0011001000010001010001
chooses whenever,0011001000010001010001,whenever action,1000101000100000110011
whenever action,1000101000100000110011,action taken,0000011001110110011101
action taken,0000011001110110011101,taken alert,1011001110100001111010
solution enable,1010100000001101100100,enable user,0110110010010011110010
enable user,0110110010010011110010,user track,1001111001010010011100
user track,1001111001010010011100,track submitted,1001001110010110100100
track submitted,1001001110010110100100,submitted defect,1011010010000100101101
submitted defect,1011010010000100101101,defect enhancement,0010010110101101111010
defect enhancement,0010010110101101111010,enhancement request,0110111101011100010000
solution enable,1010100000001101100100,enable helpdesk,0110110010001010011110
enable helpdesk,0110110010001010011110,helpdesk user,0101001111010011110010
helpdesk user,0101001111010011110010,user view,1001111001010011000001
user view,1001111001010011000001,view reports,1001100000111100110011
view reports,1001100000111100110011,reports submitted,1110011001110110100100
reports submitted,1110011001110110100100,submitted defects,1011010010000100101111
submitted defects,1011010010000100101111,defects enhancement,0010010111101101111010
defects enhancement,0010010111101101111010,enhancement requests,0110111101011100010011
enhancement requests,0110111101011100010011,requests categorywise,1110001001100110001110
requests categorywise,1110001001100110001110,categorywise statuswise,0011000111010111111010
categorywise statuswise,0011000111010111111010,statuswise age,1011111101000001101010
statuswise age,1011111101000001101010,age wise,0000110101010001110100
support solution,1011011110110101000000,solution accessible,1010100000000000001010
solution accessible,1010100000000000001010,accessible users,0000000101010011010111
accessible users,0000000101010011010111,users within,1001101011110001111101
users within,1001101011110001111101,within application,1000111110100001000100
within application,1000111110100001000100,application also,0000100010000001110001
application also,0000100010000001110001,also outside,0000111000111010101011
also outside,0000111000111010101011,outside application,1101010101100001000100
outside application,1101010101100001000100,application browser,0000100010000010010011
application browser,0000100010000010010011,browser interface,0001001001101001001000
audit trail,0001111000010010010111,trail record,1001001011111101101011
trail record,1001001011111101101011,record actions,1110110101100000110010
record actions,1110110101100000110010,actions taken,0000011001010110011101
actions taken,0000011001010110011101,taken either,1011001110101100100011
taken either,1011001110101100100011,either user,0110010001110011110010
either user,0110010001110011110010,user system,1001111001010110010001
user system,1001111001010110010001,system triggers,1011001000110010110111
includes actions,0101111111100000110010,actions taken,0000011001010110011101
actions taken,0000011001010110011101,taken users,1011001110110011010111
taken users,1011001110110011010111,users administrators,1001101011100001100001
users administrators,1001101011100001100001,administrators actions,0000110000100000110010
administrators actions,0000110000100000110010,actions initiated,0000011001001011001000
actions initiated,0000011001001011001000,initiated automatically,0101100100000011111010
initiated automatically,0101100100000011111010,automatically system,0001111101010110010001
automatically system,0001111101010110010001,system result,1011001000111100000000
system result,1011001000111100000000,result system,1110000000010110010001
result system,1110000000010110010001,system parameters,1011001000111010110000
system must,1011001000111001011000,must keep,1100101100001001100101
must keep,1100101100001001100101,keep unalterable,0100110010110010101010
keep unalterable,0100110010110010101010,unalterable audit,1001010101000011110000
unalterable audit,1001010101000011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail capable,1001001011100010000101
trail capable,1001001011100010000101,capable automatically,0001000010100011111010
capable automatically,0001000010100011111010,automatically capturing,0001111101000010000000
automatically capturing,0001111101000010000000,capturing storing,0001000000010111101101
capturing storing,0001000000010111101101,storing information,1011110110101011011111
storing information,1011110110101011011111,information actions,0101101111100000110010
information actions,0101101111100000110010,actions createreadupdatedelete,0000011001000101110101
actions createreadupdatedelete,0000011001000101110101,createreadupdatedelete taken,0010111010110110011101
createreadupdatedelete taken,0010111010110110011101,taken upon,1011001110110011111110
taken upon,1011001110110011111110,upon critical,1001111111000101111110
upon critical,1001111111000101111110,critical entities,0010111111001101110111
critical entities,0010111111001101110111,entities case,0110111011100110000110
entities case,0110111011100110000110,case suspect,0011000011010110110010
case suspect,0011000011010110110010,suspect property,1011011001011111001011
suspect property,1011011001011111001011,property system,1111100101110110010001
property system,1111100101110110010001,system user,1011001000110011110010
system user,1011001000110011110010,user initiating,1001111001001011001011
user initiating,1001111001001011001011,initiating carrying,0101100101100110000010
initiating carrying,0101100101100110000010,carrying action,0011000001000000110011
carrying action,0011000001000000110011,action date,0000011001100100100001
action date,0000011001100100100001,date time,0010010000110010001101
date time,0010010000110010001101,time event,1001000110101101011111
administrative parameters,0000010000011010110000,parameters word,1101011000010001111001
parameters word,1101011000010001111001,word unalterable,1000111100110010101010
word unalterable,1000111100110010101010,unalterable mean,1001010101011000111001
unalterable mean,1001010101011000111001,mean audit,1100011100100011110000
mean audit,1100011100100011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail data,1001001011100101100011
trail data,1001001011100101100011,data cannot,0010110001100010001101
data cannot,0010110001100010001101,cannot modified,0001000110111001110110
cannot modified,0001000110111001110110,modified way,1100111011010001011011
modified way,1100111011010001011011,way deleted,1000101101100100111011
way deleted,1000101101100100111011,deleted user,0010011101110011110010
deleted user,0010011101110011110010,user subject,1001111001010110100101
user subject,1001111001010110100101,subject redepartment,1011010010111101100101
subject redepartment,1011010010111101100101,redepartment copying,1110110010100101001011
redepartment copying,1110110010100101001011,copying removable,0010100101111100101010
copying removable,0010100101111100101010,removable media,1110010101011000101110
removable media,1110010101011000101110,media required,1100010111011100010110
media required,1100010111011100010110,required long,1110001011011000000001
required long,1110001011011000000001,long contents,1100000000100101000000
long contents,1100000000100101000000,contents remain,0010100000011100101111
contents remain,0010100000011100101111,remain unchanged,1110010111110010101100
audit trail,0001111000010010010111,trail functionality,1001001011101110010011
trail functionality,1001001011101110010011,functionality activated,0111001001100000110110
functionality activated,0111001001100000110110,activated system,0000011011010110010001
activated system,0000011011010110010001,system must,1011001000111001011000
system must,1011001000111001011000,must track,1100101100010010011100
must track,1100101100010010011100,track events,1001001110001101011110
track events,1001001110001101011110,events without,0110101111010001111010
events without,0110101111010001111010,without manual,1000111101011000110001
without manual,1000111101011000110001,manual intervention,1100011000101001010111
manual intervention,1100011000101001010111,intervention store,0100101011110111101110
intervention store,0100101011110111101110,store audit,1011110111000011110000
store audit,1011110111000011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail information,1001001011101011011111
system must,1011001000111001011000,must maintain,1100101100011000001001
must maintain,1100101100011000001001,maintain audit,1100000100100011110000
maintain audit,1100000100100011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail long,1001001011111000000001
trail long,1001001011111000000001,long required,1100000000111100010110
long required,1100000000111100010110,required least,1110001011001000111100
required least,1110001011001000111100,least life,0100011110001000010101
least life,0100011110001000010101,life case,0100001010100110000110
life case,0100001010100110000110,case refers,0011000011011101100011
system must,1011001000111001011000,must ensure,1100101100001101111111
must ensure,1100101100001101111111,ensure audit,0110111111100011110000
ensure audit,0110111111100011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail data,1001001011100101100011
trail data,1001001011100101100011,data available,0010110001100011101000
data available,0010110001100011101000,available inspection,0001110100001011000100
available inspection,0001110100001011000100,inspection request,0101100010011100010000
inspection request,0101100010011100010000,request specific,1110001000010111001100
request specific,1110001000010111001100,specific event,1011100110001101011111
specific event,1011100110001101011111,event identified,0110101111101010100100
event identified,0110101111101010100100,identified related,0101010010011100100111
identified related,0101010010011100100111,related data,1110010011100101100011
related data,1110010011100101100011,data made,0010110001111000001110
data made,0010110001111000001110,made accessible,1100000111000000001010
made accessible,1100000111000000001010,accessible achieved,0000000101000000010110
accessible achieved,0000000101000000010110,achieved authorised,0000001011000011110110
achieved authorised,0000001011000011110110,authorised external,0001111011001111001111
authorised external,0001111011001111001111,external personnel,0111100111111110001100
external personnel,0111100111111110001100,personnel little,1111000110001000001110
personnel little,1111000110001000001110,little familiarity,0100000111001111011111
little familiarity,0100000111001111011111,familiarity system,0111101111110110010001
system must,1011001000111001011000,must able,1100101100000000000011
must able,1100101100000000000011,able export,0000000001101111000111
able export,0000000001101111000111,export audit,0111100011100011110000
export audit,0111100011100011110000,audit trails,0001111000010010010110
audit trails,0001111000010010010110,trails specified,1001001011010111001010
trails specified,1001001011010111001010,specified cases,1011100101000110000111
specified cases,1011100101000110000111,cases without,0011000011110001111010
cases without,0011000011110001111010,without affecting,1000111101000001101111
without affecting,1000111101000001101111,affecting audit,0000110111100011110000
affecting audit,0000110111100011110000,audit trail,0001111000010010010111
audit trail,0001111000010010010111,trail stored,1001001011110111101111
trail stored,1001001011110111101111,stored system,1011110111110110010001
functionality used,0111001001110011110111,used external,1001111011101111001111
used external,1001111011101111001111,external auditors,0111100111100011110001
external auditors,0111100111100011110001,auditors wish,0001111000110001111100
auditors wish,0001111000110001111100,wish examine,1000111110001101001011
wish examine,1000111110001101001011,examine analyse,0110100101100001011100
examine analyse,0110100101100001011100,analyse system,0000101110010110010001
analyse system,0000101110010110010001,system activity,1011001000100000111101
system must,1011001000111001011000,must able,1100101100000000000011
must able,1100101100000000000011,able capture,0000000001100010000011
able capture,0000000001100010000011,capture store,0001000001110111101110
capture store,0001000001110111101110,store violations,1011110111010001000010
store violations,1011110111010001000010,violations ie,1000100001001010100001
users attempts,1001101011100011010010,attempts access,0001101001000000001101
attempts access,0001101001000000001101,access case,0000000110100110000110
access case,0000000110100110000110,case denied,0011000011000100110100
case denied,0011000011000100110100,denied access,0010011010000000001101
denied access,0010011010000000001101,access violations,0000000110110001000010
access violations,0000000110110001000010,violations validly,1000100001010011001000
violations validly,1000100001010011001000,validly attempted,1001100100000011010110
validly attempted,1001100100000011010110,attempted attempted,0001101011000011010110
attempted attempted,0001101011000011010110,attempted violations,0001101011010001000010
attempted violations,0001101011010001000010,violations access,1000100001000000001101
violations access,1000100001000000001101,access control,0000000110100101000111
access control,0000000110100101000111,control mechanisms,0010100011111000101010
system must,1011001000111001011000,must minimum,1100101100011001111010
must minimum,1100101100011001111010,minimum able,1100111101000000000011
minimum able,1100111101000000000011,able provide,0000000001111111000110
able provide,0000000001111111000110,provide reports,1111100011011100110011
provide reports,1111100011011100110011,reports actions,1110011001100000110010
reports actions,1110011001100000110010,actions cases,0000011001000110000111
actions cases,0000011001000110000111,cases organised,0011000011111010100111
cases organised,0011000011111010100111,organised case,1101010011100110000110
organised case,1101010011100110000110,case user,0011000011010011110010
case user,0011000011010011110010,user chronological,1001111001000110110001
user chronological,1001111001000110110001,chronological sequence,0011011000110101101010
system able,1011001000100000000011,able provide,0000000001111111000110
able provide,0000000001111111000110,provide reports,1111100011011100110011
provide reports,1111100011011100110011,reports actions,1110011001100000110010
reports actions,1110011001100000110010,actions cases,0000011001000110000111
actions cases,0000011001000110000111,cases organised,0011000011111010100111
cases organised,0011000011111010100111,organised workstation,1101010011110001101011
organised workstation,1101010011110001101011,workstation technically,1000110101110110001010
workstation technically,1000110101110110001010,technically appropriate,1011000101000001000001
technically appropriate,1011000101000001000001,appropriate network,0000100000111011000111
appropriate network,0000100000111011000111,network address,1101100011100000100100
requirements specify,1110001010110111001011,specify requirements,1011100101111100010101
specify requirements,1011100101111100010101,requirements control,1110001010100101000111
requirements control,1110001010100101000111,control user,0010100011110011110010
control user,0010100011110011110010,user access,1001111001000000001101
user access,1001111001000000001101,access correspondences,0000000110100101011101
access correspondences,0000000110100101011101,correspondences files,0010101110101111110000
correspondences files,0010101110101111110000,files records,0111111000011101101110
files records,0111111000011101101110,records various,1110110111010011001111
records various,1110110111010011001111,various functionalities,1001100111101110010001
various functionalities,1001100111101110010001,functionalities provided,0111001000111111000010
functionalities provided,0111001000111111000010,provided within,1111100001010001111101
provided within,1111100001010001111101,within system,1000111110110110010001
system must,1011001000111001011000,must allow,1100101100000001110101
must allow,1100101100000001110101,allow user,0000111010110011110010
allow user,0000111010110011110010,user limit,1001111001001000011101
user limit,1001111001001000011101,limit access,0100001110100000001101
limit access,0100001110100000001101,access cases,0000000110100110000111
access cases,0000000110100110000111,cases specified,0011000011110111001010
cases specified,0011000011110111001010,specified users,1011100101010011010111
