X_text,X_emb,y_text,y_emb
aspects,00011001001,system,10110010001
system,10110010001,authority,00011110111
authority,00011110111,grant,01110000110
grant,01110000110,revoke,10100001110
revoke,10100001110,privileges,11111111101
privileges,11111111101,peruser,11110001101
peruser,11110001101,basis,00010100010
development,00100001111,testing,10110000011
testing,10110000011,maintenance,11000011010
maintenance,11000011010,personnel,11110001100
personnel,11110001100,hand,01010001111
hand,01010001111,require,11100010010
require,11100010010,access,00000001101
access,00000001101,parts,11010011100
parts,11010011100,system,10110010001
system,10110010001,indicating,01011010000
indicating,01011010000,access,00000001101
access,00000001101,level,01000010001
level,01000010001,needed,11011000000
needed,11011000000,allows,00001110010
allows,00001110010,privileges,11111111101
privileges,11111111101,granted,01110000010
granted,01110000010,peruser,11110001101
peruser,11110001101,whatdoyouneedtodo,10001010110
whatdoyouneedtodo,10001010110,basis,00010100010
users,10011010111,system,10110010001
system,10110010001,shall,10101110100
shall,10101110100,login,01000000001
login,01000000001,using,10011011100
using,10011011100,form,01111100000
form,01111100000,unique,10011100001
unique,10011100001,identificationg,01010101100
username,10011010010,password,11010011110
password,11010011110,login,01000000001
login,01000000001,attempts,00011010010
attempts,00011010010,shall,10101110100
shall,10101110100,done,01100010110
done,01100010110,secure,10100101111
secure,10100101111,mannerg,11000110000
encrypted,01101101011,passwords,11010011010
passwords,11010011010,system,10110010001
system,10110010001,administrator,00001100000
administrator,00001100000,shall,10101110100
shall,10101110100,unrestricted,10011101011
unrestricted,10011101011,access,00000001101
access,00000001101,aspects,00011001001
aspects,00011001001,system,10110010001
system,10110010001,user,10011110010
user,10011110010,shall,10101110100
shall,10101110100,set,10101111111
set,10101111111,system,10110010001
system,10110010001,access,00000001101
access,00000001101,properties,11111001001
properties,11111001001,defines,00100101011
defines,00100101011,users,10011010111
users,10011010111,privileges,11111111101
privileges,11111111101,within,10001111101
within,10001111101,systemg,10110010011
subsystems,10110101101,user,10011110010
user,10011110010,control,00101000111
control,00101000111,system,10110010001
system,10110010001,tools,10010011011
tools,10010011011,user,10011110010
user,10011110010,access,00000001101
access,00000001101,administrator,00001100000
administrator,00001100000,shall,10101110100
shall,10101110100,ability,00000000001
ability,00000000001,create,00101110110
create,00101110110,add,00000101001
add,00000101001,new,11011001100
new,11011001100,user,10011110010
user,10011110010,system,10110010001
system,10110010001,administrator,00001100000
administrator,00001100000,shall,10101110100
shall,10101110100,ability,00000000001
ability,00000000001,remove,11100101011
remove,11100101011,user,10011110010
user,10011110010,system,10110010001
system,10110010001,administrator,00001100000
administrator,00001100000,shall,10101110100
shall,10101110100,ability,00000000001
ability,00000000001,edit,01100101000
edit,01100101000,users,10011010111
users,10011010111,system,10110010001
system,10110010001,access,00000001101
access,00000001101,properties,11111001001
properties,11111001001,administrator,00001100000
administrator,00001100000,shall,10101110100
shall,10101110100,ability,00000000001
ability,00000000001,block,00010101001
block,00010101001,access,00000001101
access,00000001101,system,10110010001
system,10110010001,users,10011010111
users,10011010111,selectively,10101100000
selectively,10101100000,user,10011110010
blocked,00010101000,users,10011010111
users,10011010111,active,00000110100
active,00000110100,sessions,10101111110
sessions,10101111110,shall,10101110100
shall,10101110100,automatically,00011111010
automatically,00011111010,logged,01000000110
functionality,01110010011,cctns,00110001011
cctns,00110001011,application,00001000100
application,00001000100,focused,01111101101
focused,01111101101,providing,11111000001
providing,11111000001,value,10011001001
value,10011001001,police,11110110001
police,11110110001,personnel,11110001100
personnel,11110001100,especially,01101010110
especially,01101010110,officers,11011111010
officers,11011111010,operating,11011100111
operating,11011100111,cutting,00101100101
cutting,00101100101,edge,01100111000
edge,01100111000,easing,01100111011
easing,01100111011,day,00100100110
day,00100100110,day,00100100110
day,00100100110,operations,11011100011
operations,11011100011,police,11110110001
police,11110110001,function,01110110000
registration,11100100011,citizens,00110110110
citizens,00110110110,register,11100100000
register,11100100000,complaints,00111101011
complaints,00111101011,police,11110110001
police,11110110001,based,00010100000
based,00010100000,evidence,01101011011
evidence,01101011011,facts,01111011000
facts,01111011000,following,01111100101
following,01111100101,investigation,01001110000
investigation,01001110000,police,11110110001
police,11110110001,shall,10101110100
shall,10101110100,take,10110011100
take,10110011100,complaint,00111101010
complaint,00111101010,forward,01110100100
registration,11100100011,module,11001110011
module,11001110011,acts,00000111110
acts,00000111110,interface,01001001000
interface,01001001000,police,11110110001
police,11110110001,citizens,00110110110
citizens,00110110110,eases,01100111110
eases,01100111110,approach,00001000010
approach,00001000010,interaction,01001000101
interaction,01001000101,information,01011011111
information,01011011111,exchange,01101001101
exchange,01101001101,police,11110110001
police,11110110001,complainants,00111101110
investigation,01001110000,complaint,00111101010
complaint,00111101010,initiated,01011001000
initiated,01011001000,police,11110110001
police,11110110001,initiates,01011001001
initiates,01011001001,investigation,01001110000
investigation,01001110000,process,11111110110
investigation,01001110000,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,facilitates,01111001011
facilitates,01111001011,investigation,01001110000
investigation,01001110000,process,11111110110
process,11111110110,introduces,01001010010
introduces,01001010010,operational,11011100010
operational,11011100010,efficiencies,01100100100
efficiencies,01100100100,automating,00011111011
automating,00011111011,tasks,10110011001
tasks,10110011001,take,10110011100
take,10110011100,place,11110011011
place,11110011011,initial,01011011001
initial,01011011001,entries,01101110010
entries,01101110010,made,11000001110
made,11000001110,registration,11100100011
prosecution,11111001101,interfacing,01001011001
interfacing,01001011001,courts,00101010000
courts,00101010000,prosecution,11111001101
prosecution,11111001101,cases,00110000111
cases,00110000111,integral,01011000001
integral,01011000001,part,11010010001
part,11010010001,responsibilities,11100000101
responsibilities,11100000101,police,11110110001
police,11110110001,personnel,11110001100
designated,00100010111,constable,00111001010
constable,00111001010,police,11110110001
police,11110110001,station,10111111100
station,10111111100,constantly,00111001110
constantly,00111001110,interfaces,01001011000
interfaces,01001011000,courts,00101010000
prosecution,11111001101,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,aids,00001111000
aids,00001111000,interfacing,01001011001
interfacing,01001011001,providing,11111000001
providing,11111000001,platform,11110010110
platform,11110010110,record,11101101011
record,11101101011,entries,01101110010
entries,01101110010,court,00101010001
court,00101010001,interactions,01001000100
search,10100111011,search,10100111011
search,10100111011,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,gives,01110001011
gives,01110001011,police,11110110001
police,11110110001,personnel,11110001100
personnel,11110001100,ability,00000000001
ability,00000000001,execute,01101000101
execute,01101000101,basic,00010100011
basic,00010100011,advanced,00001100101
advanced,00001100101,search,10100111011
search,10100111011,cases,00110000111
using,10011011100,search,10100111011
search,10100111011,functionality,01110010011
functionality,01110010011,police,11110110001
police,11110110001,personnel,11110001100
personnel,11110001100,search,10100111011
search,10100111011,particular,11010010111
particular,11010010111,person,11110000111
person,11110000111,type,10010111110
type,10010111110,crime,00101111100
crime,00101111100,modus,11001110000
modus,11001110000,operandi,11011101100
operandi,11011101100,property,11111001011
property,11111001011,etc,01101010100
also,00001110001,gives,01110001011
gives,01110001011,user,10011110010
user,10011110010,ability,00000000001
ability,00000000001,customize,00101101101
customize,00101101101,results,10100000000
results,10100000000,view,10011000001
view,10011000001,criminalaccused,00101111101
criminalaccused,00101111101,cases,00110000111
makes,11000011111,reporting,11100110010
reporting,11100110010,easy,01100111001
easy,01100111001,police,11110110001
police,11110110001,enabling,01101101100
enabling,01101101100,execute,01101000101
execute,01101000101,different,00100000111
different,00100000111,types,10010111010
types,10010111010,queries,11101001100
queries,11101001100,monthly,11001010110
monthly,11001010110,reporting,11100110010
reporting,11100110010,rti,10100011111
rti,10100011111,related,11100100111
related,11100100111,etc,01101010100
citizen,00110110010,interface,01001001000
interface,01001001000,citizen,00110110010
citizen,00110110010,interface,01001001000
interface,01001001000,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,acts,00000111110
acts,00000111110,conduit,00111010011
conduit,00111010011,information,01011011111
information,01011011111,exchange,01101001101
exchange,01101001101,citizens,00110110110
citizens,00110110110,police,11110110001
police,11110110001,unitspersonnel,10011100101
citizens,00110110110,use,10011110101
use,10011110101,tool,10010011001
tool,10010011001,get,01110011001
get,01110011001,information,01011011111
information,01011011111,acknowledgements,00000010001
acknowledgements,00000010001,police,11110110001
police,11110110001,turn,10010110100
turn,10010110100,use,10011110101
use,10011110101,respond,11100001111
respond,11100001111,citizens,00110110110
citizens,00110110110,little,01000001110
little,01000001110,turnaround,10010111100
turnaround,10010111100,time,10010001101
improves,01011111000,overall,11010101001
overall,11010101001,productivity,11111010110
productivity,11111010110,helping,01010011111
helping,01010011111,citizens,00110110110
citizens,00110110110,police,11110110001
police,11110110001,cut,00101100100
cut,00101100100,short,10101110011
short,10101110011,drudgery,01100110011
drudgery,01100110011,large,01000101011
large,01000101011,amounts,00001010100
amounts,00001010100,paperwork,11010110011
navigation,11001000110,navigation,11001000110
navigation,11001000110,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,provides,11111000011
provides,11111000011,role,10100011001
role,10100011001,based,00010100000
based,00010100000,landing,01000101100
landing,01000101100,pages,11010110111
pages,11010110111,help,01010011010
help,01010011010,navigating,11001000111
navigating,11001000111,cctns,00110001011
cctns,00110001011,application,00001000100
shows,10101010011,information,01011011111
information,01011011111,cases,00110000111
cases,00110000111,assigned,00011011001
assigned,00011011001,alerts,00001111110
alerts,00001111110,pending,11010001110
pending,11010001110,tasks,10110011001
tasks,10110011001,etc,01101010100
etc,01101010100,hence,01010011100
hence,01010011100,helping,01010011111
helping,01010011111,police,11110110001
police,11110110001,personnel,11110001100
personnel,11110001100,plan,11110010100
plan,11110010100,better,00010101110
better,00010101110,execute,01101000101
execute,01101000101,greater,01110000001
greater,01110000001,efficiency,01100100101
application,00001000100,configuration,00111010010
configuration,00111010010,configuration,00111010010
configuration,00111010010,module,11001110011
module,11001110011,cctns,00110001011
cctns,00110001011,helps,01010011101
helps,01010011101,keep,01001100101
keep,01001100101,application,00001000100
application,00001000100,configured,00111010111
configured,00111010111,according,00000011001
according,00000011001,states,10111110100
states,10111110100,requirements,11100010101
requirements,11100010101,addition,00000101110
addition,00000101110,keeping,01001100111
keeping,01001100111,data,00101100011
data,00101100011,elementsrules,01101100000
elementsrules,01101100000,date,00100100001
proper,11111011000,configuration,00111010010
configuration,00111010010,information,01011011111
information,01011011111,act,00000110000
act,00000110000,sections,10100101110
sections,10100101110,state,10111110110
state,10111110110,specific,10111001100
specific,10111001100,data,00101100011
data,00101100011,castes,00110000101
castes,00110000101,tribes,10010110010
tribes,10010110010,property,11111001011
property,11111001011,information,01011011111
information,01011011111,etc,01101010100
created,00101110111,updated,10011111001
updated,10011111001,deleted,00100111011
functional,01110010000,requirements,11100010101
requirements,11100010101,modules,11001110001
modules,11001110001,provided,11111000010
provided,11111000010,arate,00011000001
arate,00011000001,enclosures,01101101101
nonfunctional,11011011000,requirements,11100010101
requirements,11100010101,specify,10111001011
specify,10111001011,qualitative,11101000110
qualitative,11101000110,attributes,00011010000
attributes,00011010000,userfriendliness,10011010000
userfriendliness,10011010000,performance,11010000110
performance,11010000110,system,10110010001
system,10110010001,critical,00101111110
critical,00101111110,increased,01011110111
increased,01011110111,useracceptance,10011110011
useracceptance,10011110011,application,00001000100
solution,10101000000,provide,11111000110
provide,11111000110,detailed,00100011010
detailed,00100011010,contextsensitive,00101000010
contextsensitive,00101000010,help,01010011010
help,01010011010,material,11000111100
material,11000111100,possible,11110111111
possible,11110111111,actions,00000110010
actions,00000110010,scenarios,10100110110
scenarios,10100110110,user,10011110010
user,10011110010,interfaces,01001011000
interfaces,01001011000,application,00001000100
help,01010011010,accessible,00000001010
accessible,00000001010,users,10011010111
users,10011010111,offline,11011111011
offline,11011111011,online,11011101001
online,11011101001,mode,11001110100
mode,11001110100,support,10110111101
support,10110111101,module,11001110011
solution,10101000000,provide,11111000110
provide,11111000110,interface,01001001000
interface,01001001000,user,10011110010
user,10011110010,log,01000000111
log,01000000111,defects,00100101111
defects,00100101111,enhancement,01101111010
enhancement,01101111010,requests,11100010011
requests,11100010011,application,00001000100
application,00001000100,track,10010011100
track,10010011100,thereafter,10010000010
solution,10101000000,send,10101100101
send,10101100101,alerts,00001111110
alerts,00001111110,eg,01100100010
email,01101100001,sms,10101000110
sms,10101000110,user,10011110010
user,10011110010,user,10011110010
user,10011110010,chooses,00110010000
chooses,00110010000,whenever,10001010001
whenever,10001010001,action,00000110011
action,00000110011,taken,10110011101
taken,10110011101,alert,00001111010
solution,10101000000,enable,01101100100
enable,01101100100,user,10011110010
user,10011110010,track,10010011100
track,10010011100,submitted,10110100100
submitted,10110100100,defect,00100101101
defect,00100101101,enhancement,01101111010
enhancement,01101111010,request,11100010000
solution,10101000000,enable,01101100100
enable,01101100100,helpdesk,01010011110
helpdesk,01010011110,user,10011110010
user,10011110010,view,10011000001
view,10011000001,reports,11100110011
reports,11100110011,submitted,10110100100
submitted,10110100100,defects,00100101111
defects,00100101111,enhancement,01101111010
enhancement,01101111010,requests,11100010011
requests,11100010011,categorywise,00110001110
categorywise,00110001110,statuswise,10111111010
statuswise,10111111010,age,00001101010
age,00001101010,wise,10001110100
support,10110111101,solution,10101000000
solution,10101000000,accessible,00000001010
accessible,00000001010,users,10011010111
users,10011010111,within,10001111101
within,10001111101,application,00001000100
application,00001000100,also,00001110001
also,00001110001,outside,11010101011
outside,11010101011,application,00001000100
application,00001000100,browser,00010010011
browser,00010010011,interface,01001001000
audit,00011110000,trail,10010010111
trail,10010010111,record,11101101011
record,11101101011,actions,00000110010
actions,00000110010,taken,10110011101
taken,10110011101,either,01100100011
either,01100100011,user,10011110010
user,10011110010,system,10110010001
system,10110010001,triggers,10010110111
includes,01011111111,actions,00000110010
actions,00000110010,taken,10110011101
taken,10110011101,users,10011010111
users,10011010111,administrators,00001100001
administrators,00001100001,actions,00000110010
actions,00000110010,initiated,01011001000
initiated,01011001000,automatically,00011111010
automatically,00011111010,system,10110010001
system,10110010001,result,11100000000
result,11100000000,system,10110010001
system,10110010001,parameters,11010110000
system,10110010001,must,11001011000
must,11001011000,keep,01001100101
keep,01001100101,unalterable,10010101010
unalterable,10010101010,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,capable,00010000101
capable,00010000101,automatically,00011111010
automatically,00011111010,capturing,00010000000
capturing,00010000000,storing,10111101101
storing,10111101101,information,01011011111
information,01011011111,actions,00000110010
actions,00000110010,createreadupdatedelete,00101110101
createreadupdatedelete,00101110101,taken,10110011101
taken,10110011101,upon,10011111110
upon,10011111110,critical,00101111110
critical,00101111110,entities,01101110111
entities,01101110111,case,00110000110
case,00110000110,suspect,10110110010
suspect,10110110010,property,11111001011
property,11111001011,system,10110010001
system,10110010001,user,10011110010
user,10011110010,initiating,01011001011
initiating,01011001011,carrying,00110000010
carrying,00110000010,action,00000110011
action,00000110011,date,00100100001
date,00100100001,time,10010001101
time,10010001101,event,01101011111
administrative,00000100000,parameters,11010110000
parameters,11010110000,word,10001111001
word,10001111001,unalterable,10010101010
unalterable,10010101010,mean,11000111001
mean,11000111001,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,data,00101100011
data,00101100011,cannot,00010001101
cannot,00010001101,modified,11001110110
modified,11001110110,way,10001011011
way,10001011011,deleted,00100111011
deleted,00100111011,user,10011110010
user,10011110010,subject,10110100101
subject,10110100101,redepartment,11101100101
redepartment,11101100101,copying,00101001011
copying,00101001011,removable,11100101010
removable,11100101010,media,11000101110
media,11000101110,required,11100010110
required,11100010110,long,11000000001
long,11000000001,contents,00101000000
contents,00101000000,remain,11100101111
remain,11100101111,unchanged,10010101100
audit,00011110000,trail,10010010111
trail,10010010111,functionality,01110010011
functionality,01110010011,activated,00000110110
activated,00000110110,system,10110010001
system,10110010001,must,11001011000
must,11001011000,track,10010011100
track,10010011100,events,01101011110
events,01101011110,without,10001111010
without,10001111010,manual,11000110001
manual,11000110001,intervention,01001010111
intervention,01001010111,store,10111101110
store,10111101110,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,information,01011011111
system,10110010001,must,11001011000
must,11001011000,maintain,11000001001
maintain,11000001001,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,long,11000000001
long,11000000001,required,11100010110
required,11100010110,least,01000111100
least,01000111100,life,01000010101
life,01000010101,case,00110000110
case,00110000110,refers,11101100011
system,10110010001,must,11001011000
must,11001011000,ensure,01101111111
ensure,01101111111,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,data,00101100011
data,00101100011,available,00011101000
available,00011101000,inspection,01011000100
inspection,01011000100,request,11100010000
request,11100010000,specific,10111001100
specific,10111001100,event,01101011111
event,01101011111,identified,01010100100
identified,01010100100,related,11100100111
related,11100100111,data,00101100011
data,00101100011,made,11000001110
made,11000001110,accessible,00000001010
accessible,00000001010,achieved,00000010110
achieved,00000010110,authorised,00011110110
authorised,00011110110,external,01111001111
external,01111001111,personnel,11110001100
personnel,11110001100,little,01000001110
little,01000001110,familiarity,01111011111
familiarity,01111011111,system,10110010001
system,10110010001,must,11001011000
must,11001011000,able,00000000011
able,00000000011,export,01111000111
export,01111000111,audit,00011110000
audit,00011110000,trails,10010010110
trails,10010010110,specified,10111001010
specified,10111001010,cases,00110000111
cases,00110000111,without,10001111010
without,10001111010,affecting,00001101111
affecting,00001101111,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,stored,10111101111
stored,10111101111,system,10110010001
functionality,01110010011,used,10011110111
used,10011110111,external,01111001111
external,01111001111,auditors,00011110001
auditors,00011110001,wish,10001111100
wish,10001111100,examine,01101001011
examine,01101001011,analyse,00001011100
analyse,00001011100,system,10110010001
system,10110010001,activity,00000111101
system,10110010001,must,11001011000
must,11001011000,able,00000000011
able,00000000011,capture,00010000011
capture,00010000011,store,10111101110
store,10111101110,violations,10001000010
violations,10001000010,ie,01010100001
users,10011010111,attempts,00011010010
attempts,00011010010,access,00000001101
access,00000001101,case,00110000110
case,00110000110,denied,00100110100
denied,00100110100,access,00000001101
access,00000001101,violations,10001000010
violations,10001000010,validly,10011001000
validly,10011001000,attempted,00011010110
attempted,00011010110,attempted,00011010110
attempted,00011010110,violations,10001000010
violations,10001000010,access,00000001101
access,00000001101,control,00101000111
control,00101000111,mechanisms,11000101010
system,10110010001,must,11001011000
must,11001011000,minimum,11001111010
minimum,11001111010,able,00000000011
able,00000000011,provide,11111000110
provide,11111000110,reports,11100110011
reports,11100110011,actions,00000110010
actions,00000110010,cases,00110000111
cases,00110000111,organised,11010100111
organised,11010100111,case,00110000110
case,00110000110,user,10011110010
user,10011110010,chronological,00110110001
chronological,00110110001,sequence,10101101010
system,10110010001,able,00000000011
able,00000000011,provide,11111000110
provide,11111000110,reports,11100110011
reports,11100110011,actions,00000110010
actions,00000110010,cases,00110000111
cases,00110000111,organised,11010100111
organised,11010100111,workstation,10001101011
workstation,10001101011,technically,10110001010
technically,10110001010,appropriate,00001000001
appropriate,00001000001,network,11011000111
network,11011000111,address,00000100100
requirements,11100010101,specify,10111001011
specify,10111001011,requirements,11100010101
requirements,11100010101,control,00101000111
control,00101000111,user,10011110010
user,10011110010,access,00000001101
access,00000001101,correspondences,00101011101
correspondences,00101011101,files,01111110000
files,01111110000,records,11101101110
records,11101101110,various,10011001111
various,10011001111,functionalities,01110010001
functionalities,01110010001,provided,11111000010
provided,11111000010,within,10001111101
within,10001111101,system,10110010001
system,10110010001,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,user,10011110010
user,10011110010,limit,01000011101
limit,01000011101,access,00000001101
access,00000001101,cases,00110000111
cases,00110000111,specified,10111001010
specified,10111001010,users,10011010111
users,10011010111,user,10011110010
user,10011110010,groups,01010000001
system,10110010001,provide,11111000110
provide,11111000110,rolebased,10100011011
rolebased,10100011011,control,00101000111
control,00101000111,functionality,01110010011
functionality,01110010011,within,10001111101
system,10110010001,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,user,10011110010
user,10011110010,member,11000100111
member,11000100111,one,11011101000
one,11011101000,group,01110000000
system,10110010001,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,adminusers,00001100010
adminusers,00001100010,set,10101111111
set,10101111111,user,10011110010
user,10011110010,profiles,11111011100
profiles,11111011100,allocate,00001111101
allocate,00001111101,users,10011010111
users,10011010111,groups,01010000001
system,10110010001,allow,00001110101
allow,00001110101,user,10011110010
user,10011110010,stipulate,10111111000
stipulate,10111111000,users,10011010111
users,10011010111,groups,01010000001
groups,01010000001,access,00000001101
access,00000001101,cases,00110000111
system,10110010001,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,changes,00110011110
changes,00110011110,security,10100100100
security,10100100100,attributes,00011010000
attributes,00011010000,groups,01010000001
groups,01010000001,users,10011010111
users,10011010111,access,00000001101
access,00000001101,rights,10100001001
rights,10100001001,security,10100100100
security,10100100100,level,01000010001
level,01000010001,privileges,11111111101
privileges,11111111101,password,11010011110
password,11010011110,allocation,00001110100
allocation,00001110100,management,11000010010
management,11000010010,made,11000001110
made,11000001110,superuser,10110111110
user,10011110010,requests,11100010011
requests,11100010011,access,00000001101
access,00000001101,searches,10100111001
searches,10100111001,case,00110000110
case,00110000110,right,10100001011
right,10100001011,access,00000001101
access,00000001101,system,10110010001
system,10110010001,must,11001011000
must,11001011000,provide,11111000110
provide,11111000110,one,11011101000
one,11011101000,following,01111100101
following,01111100101,responses,11100000100
responses,11100000100,selectable,10100100011
selectable,10100100011,configuration,00111010010
configuration,00111010010,time,10010001101
time,10010001101,display,01100001100
display,01100001100,title,10010001110
title,10010001110,metadata,11001100111
metadata,11001100111,display,01100001100
display,01100001100,existence,01101000110
existence,01101000110,case,00110000110
case,00110000110,title,10010001110
title,10010001110,metadata,11001100111
metadata,11001100111,display,01100001100
display,01100001100,case,00110000110
case,00110000110,information,01011011111
information,01011011111,indicate,01011110001
indicate,01011110001,existence,01101000110
existence,01101000110,way,10001011011
options,11010100011,presented,11111100101
presented,11111100101,order,11010100010
order,11010100010,increasing,01011110110
increasing,01011110110,security,10100100100
note,11011010101,requirement,11100010111
requirement,11100010111,third,10010000111
third,10010000111,option,11011100000
option,11011100000,ie,01010100001
stringent,10111100000,implies,01011101011
implies,01011101011,system,10110010001
system,10110010001,must,11001011000
must,11001011000,include,01011111010
include,01011111010,cases,00110000111
cases,00110000111,count,00101010111
count,00101010111,search,10100111011
search,10100111011,results,10100000000
results,10100000000,level,01000010001
level,01000010001,security,10100100100
security,10100100100,normally,11011010100
normally,11011010100,appropriate,00001000001
appropriate,00001000001,cases,00110000111
cases,00110000111,dealing,00100100111
dealing,00100100111,matters,11000111111
matters,11000111111,national,11001001100
national,11001001100,security,10100100100
user,10011110010,performs,11010000001
performs,11010000001,quick,11101001110
quick,11101001110,advanced,00001100101
advanced,00001100101,search,10100111011
search,10100111011,system,10110010001
system,10110010001,must,11001011000
must,11001011000,never,11011000100
never,11011000100,include,01011111010
include,01011111010,search,10100111011
search,10100111011,result,11100000000
result,11100000000,list,01000011000
list,01000011000,record,11101101011
record,11101101011,user,10011110010
user,10011110010,right,10100001011
right,10100001011,access,00000001101
system,10110010001,allows,00001110010
allows,00001110010,users,10011010111
users,10011010111,make,11000011110
make,11000011110,unauthorised,10010101110
unauthorised,10010101110,attempts,00011010010
attempts,00011010010,access,00000001101
access,00000001101,cases,00110000111
cases,00110000111,must,11001011000
must,11001011000,log,01000000111
log,01000000111,audit,00011110000
audit,00011110000,trail,10010010111
access,00000001101,cases,00110000111
cases,00110000111,activities,00000111100
activities,00000111100,involving,01001110110
involving,01001110110,cases,00110000111
cases,00110000111,related,11100100111
related,11100100111,documents,01100010100
documents,01100010100,data,00101100011
data,00101100011,also,00001110001
also,00001110001,need,11001000000
need,11001000000,stored,10111101111
stored,10111101111,audit,00011110000
audit,00011110000,trail,10010010111
trail,10010010111,ensure,01101111111
ensure,01101111111,legal,01000110101
legal,01000110101,admissibility,00001100110
admissibility,00001100110,assist,00011011010
assist,00011011010,data,00101100011
data,00101100011,recovery,11101101100
error,01101010011,messages,11001100010
messages,11001100010,produced,11111010011
produced,11111010011,system,10110010001
system,10110010001,must,11001011000
must,11001011000,meaningful,11000111000
meaningful,11000111000,appropriately,00001000000
appropriately,00001000000,acted,00000110001
acted,00000110001,upon,10011111110
upon,10011111110,users,10011010111
users,10011010111,likely,01000011100
likely,01000011100,see,10100100101
ideally,01010101111,error,01101010011
error,01101010011,message,11001100001
message,11001100001,accompanied,00000001000
accompanied,00000001000,explanatory,01111000011
explanatory,01111000011,text,10110000001
text,10110000001,indication,01011010001
indication,01011010001,actions,00000110010
actions,00000110010,user,10011110010
user,10011110010,take,10110011100
take,10110011100,response,11100001100
response,11100001100,error,01101010011
system,10110010001,must,11001011000
must,11001011000,employ,01101100110
employ,01101100110,single,10101011000
single,10101011000,set,10101111111
set,10101111111,user,10011110010
user,10011110010,interface,01001001000
interface,01001001000,rules,10100011100
rules,10100011100,small,10101000101
small,10101000101,number,11011010011
number,11011010011,sets,10101111101
sets,10101111101,provide,11111000110
provide,11111000110,familiar,01111011110
familiar,01111011110,common,00110100011
common,00110100011,look,11000000010
look,11000000010,feel,01111010110
feel,01111010110,application,00001000100
system,10110010001,must,11001011000
must,11001011000,able,00000000011
able,00000000011,display,01100001100
display,01100001100,several,10101111100
several,10101111100,entities,01101110111
entities,01101110111,cases,00110000111
cases,00110000111,suspects,10110110011
suspects,10110110011,simultaneously,10101011001
interfaces,01001011000,must,11001011000
must,11001011000,made,11000001110
made,11000001110,customizable,00101101111
customizable,00101101111,userconfigurable,10011110001
userconfigurable,10011110001,extent,01111001101
extent,01111001101,possibleg,11110111110
displayed,01100001101,columns,00110101100
columns,00110101100,table,10110010110
table,10110010110,move,11001011100
move,11001011100,resize,11100011011
resize,11100011011,modify,11001110010
modify,11001110010,appearance,00001001110
configurations,00111010110,must,11001011000
must,11001011000,saved,10100110000
saved,10100110000,user,10011110010
user,10011110010,profile,11111010100
system,10110010001,user,10011110010
user,10011110010,interface,01001001000
interface,01001001000,must,11001011000
must,11001011000,suitable,10110101001
suitable,10110101001,users,10011010111
users,10011010111,special,10111000101
special,10111000101,needs,11011000001
needs,11011000001,compatible,00111101101
compatible,00111101101,specialist,10111000100
specialist,10111000100,software,10101000011
software,10101000011,used,10011110111
used,10011110111,appropriate,00001000001
appropriate,00001000001,interface,01001001000
interface,01001001000,guidelines,01010000101
system,10110010001,must,11001011000
must,11001011000,provide,11111000110
provide,11111000110,end,01101101000
end,01101101000,user,10011110010
user,10011110010,administrator,00001100000
administrator,00001100000,functions,01110010111
functions,01110010111,easy,01100111001
easy,01100111001,use,10011110101
use,10011110101,intuitive,01001010011
intuitive,01001010011,throughout,10010000100
system,10110010001,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,persistent,11110000110
persistent,11110000110,defaults,00100101100
defaults,00100101100,data,00101100011
data,00101100011,entry,01101110011
entry,01101110011,desirable,00100011100
defaults,00100101100,include,01011111010
include,01011111010,userdefinable,10011110000
userdefinable,10011110000,values,10011001011
values,10011001011,values,10011001011
values,10011001011,previous,11111101101
previous,11111101101,item,01001111000
item,01001111000,values,10011001011
values,10011001011,derived,00100110011
derived,00100110011,context,00101000001
context,00101000001,eg,01100100010
date,00100100001,file,01111010000
file,01111010000,reference,11101100110
reference,11101100110,user,10011110010
user,10011110010,identifier,01010100101
frequentlyexecuted,01110111111,system,10110010001
system,10110010001,transactions,10010010010
transactions,10010010010,must,11001011000
must,11001011000,designed,00100010101
designed,00100010101,completed,00111101000
completed,00111101000,small,10101000101
small,10101000101,number,11011010011
number,11011010011,interactions,01001000100
interactions,01001000100,eg,01100100010
system,10110010001,employs,01101100101
employs,01101100101,graphical,01110000011
graphical,01110000011,user,10011110010
user,10011110010,interface,01001001000
interface,01001001000,must,11001011000
must,11001011000,allow,00001110101
allow,00001110101,users,10011010111
